id,text,task1,task2,task3
1621,crying saw lying,Non-Supportive,No,No
2089,cause penalty euro eders goal,Non-Supportive,No,No
8036,open laptop sit infront use phone,Non-Supportive,No,No
5981,always look gay couples smile wave show support always smile back nod sometimes though rare wave point look confused point signaling gay pass say pansexual still look confused whisper excitedly gay,Supportive,Group,LGBTQ
2982,thank inspirational message second year college still sure chosen course admit even age found really want tho still keep moving forward trusting find true passion sooner indeed would rather keep looking answers stop middle battle,Non-Supportive,No,No
5667,good personality attractive nope nope,Non-Supportive,No,No
1688,putin assets investigated fbi nancy pelosi,Non-Supportive,No,No
363,israels leaders gon na cry noone hear god deals oray little boy may jesus protect red heart,Supportive,Individual,No
256,romeothompson romeothompson yeah easy people get palestine logical plays head oh want house palestinians let go bring back home think simple ignorant keep disgusting hate away comment caring child bring rubbish mentality around,Supportive,Group,Nation
7680,wish people would understand different sexual orientation ok,Supportive,Group,LGBTQ
6603,moment reduce person skin playing trap making racial identity core individual get epic statements like joe biden said vote black,Non-Supportive,No,No
772,iainfitzyeah see strength targeting unarmed children women elderly,Non-Supportive,No,No
8437,till choice ya,Non-Supportive,No,No
1154,see video becomes positive vibes smile smiling face smiling eyessmiling face smiling eyes realised life amazing live positive vibes red heart,Non-Supportive,No,No
974,never motivational put pressure screaming help thank anxiety clapping handslight skin toneface rolling eyes,Non-Supportive,No,No
5619,says attractive head shaped like tear drop rolling floor laughing,Non-Supportive,No,No
2144,israel killing innocent children reason free palestinered heartred heartred heartdovedovedovedove,Supportive,Group,Nation
3823,love ronaldo soared seeing,Non-Supportive,No,No
3706,hdracerit easier stay ignorant dont like certain aspects good side eliminate evil even figure side rejected obvious violent reasons,Non-Supportive,No,No
764,wow beautifulthe words song touchingmy heart children suffer political conflict war country,Non-Supportive,No,No
9748,see spark eyes matter much palestinians genosided israeli one thing never change future free palestine day come,Supportive,Group,Nation
1503,humanity humanitarian rights world leaders aid helpless civilans jews oppressed germans found asylum palestine created israel oppressed oppressors lets pray reminded helpless peace outcome,Non-Supportive,No,No
9662,freedom something snatch one give tray,Non-Supportive,No,No
391,god protect innocent children civilians sides crying facered heartbroken heartloudly crying facefolded handsmediumlight skin tonetwo heartssparkling heartblossomdovevictory handcandleraising hands,Supportive,Group,Other
608,inshaallah one day u free prayers love pakistan growing heartgrowing heart,Supportive,Individual,No
6759,want data want stay feelings went black men go read black lives matter website see actually still support movement want mothers black men go read website hide secret black man put book black men encourage start reading,Non-Supportive,No,No
179,cute propaganda video lets see videos babies snatched homes almost months ago babies babies,Non-Supportive,No,No
3732,congratulations recognised means average purposefully ignoring meanmedian semantics,Non-Supportive,No,No
7898,understand parrents flip 2 dudes holding hands public showing real affection parrents show top 40 music childeren man woman humping,Supportive,Group,LGBTQ
2824,mrs kathy donaldson taken care account months wins losses far knows analyse trade strategies earned much profit,Non-Supportive,No,No
6402,white support blm find diffrence dark skin tone blondhaired personlight skin tonefemale sign,Non-Supportive,No,No
3516,lmaoo bro first line vid took face tears joy,Non-Supportive,No,No
5709,soon heard joel like nope stop supporting horrible,Non-Supportive,No,No
1647,first investment lorena earned profits us dollars ever since delivering wonderfully,Non-Supportive,No,No
2252,right understand would let come,Non-Supportive,No,No
7054,financially support one child talking needing expensive medical help another child may reality noone wanting anything,Non-Supportive,No,No
582,may isreal dumb founded leave palestine alone tomorrow dumb founded glowing star may palestine get deserve better lives,Supportive,Group,Nation
329,husband chance could divorced taken half retirement house least percent income like women,Non-Supportive,No,No
7336,uncle married wife 1975 3 children 38 36 time 80s asked would young said modern women back women sense loyalty nurturing nature know look,Non-Supportive,No,No
4322,right guy fault getting run cop cop trying get,Supportive,Individual,No
1492,river sea palestine shall free,Supportive,Group,Nation
7623,inspiring motivating heart touching life sharing praise lord,Non-Supportive,No,No
5844,bigots seriously get bigotry frankly place tired transphobics put insecure losers seriously need stop demanding conformity insecurity diversity enriches us conformity would make seriously boring life normal setting washing machines normal exist real life thing normal diversity natural diversity many forms styles nature would way anyone like really needs kindly bugger asexual trans woman force cis het male society unrealistic demands woman help born try live life find happiness make time eventually die whenever life short conform control freaks tiresome unrealistic demands,Non-Supportive,No,No
3155,know allah helps,Non-Supportive,No,No
4718,battery police officerfemale sign officer jail time wearing masks performing arts avoid jail time priceless,Non-Supportive,No,No
824,nd woman perfect example days modern woman yells internet people around need man men useless everything etc etc wonder men interested good realized mistakes still think realize relationship suppose persons support others care others everything life need think heshe brings table like way zero fucks given job much incomes damn indeopented care another person wan na support part hisher life,Non-Supportive,No,No
6368,mean cant believe fake news network like blm supportive,Non-Supportive,No,No
1870,nice information going account really surprised face open mouth mean genius trading making huge gains first investment made trust cause could withdraw real money yen banknote strategies makes speechless face without mouth keep silverster wilfred king trades,Non-Supportive,No,No
6806,see good black folks bad people understand actually brain head,Supportive,Group,Black Community
8490,inshalah allah sleeping peaceful world palestinian love u revolving heartsrevolving heartsheart suitblue heartglobe showing europeafricafolded hands touch crying philippines,Non-Supportive,No,No
6184,update blm stands ballot lies matter biden laptop matters initials blm stand nothing else worth noting nuff said,Non-Supportive,No,No
8506,need another chance prove given let us make count,Non-Supportive,No,No
9665,strangerthingsandobxi also jew really hurts heart see innocent children lose lives support palestinian independence even though jewish hate israel treatment palestinian people ashamed ancestors ya cov avraham avina ready take responsibility god demands justice asked,Supportive,Group,Nation
7084,sorry said firty six,Non-Supportive,No,No
5220,watching every motivational videos getting success even motivational videos hardwork every time get near dreams unfortunately till reached single side also due personal debts know different problem comparing problems problems silly childhood family seen happy moments trying part time job hospital duty sorry introduce neenu staff nurse professioni preparing oet self studying know much going success onething decided like problems facing help reached goal dreams catch try stop trying best dreams comes true red heartred heart,Non-Supportive,No,No
1397,cute sweeeeeeeet brother happy smile face alhamdulillah worry shaa allah rabb give victory us,Supportive,Individual,No
536,madom u super yesterday hear talkl red heart u heart thanks understanding thanks bahrain,Non-Supportive,No,No
610,well iron dome many israeli kids would would care much,Non-Supportive,No,No
8929,u need muslim support palestine need human,Supportive,Group,Nation
929,popular among brokers must say outstanding broker saw chris hogan channel contacted shortly investing forex profitable ever since,Non-Supportive,No,No
2937,see video first time brock hart time pray dua allah sta hes familyred heartred heartred heartface tears joyface tears joyface tears joy im soo heppy thanks allah,Supportive,Individual,No
3021,noor shaikh u stupid couse u know bi̇g turkey,Non-Supportive,No,No
6983,yall americans nothing reject country loves freed ancestors united stand divided fall,Non-Supportive,No,No
8164,seen got talent countries biggest talented man great human,Non-Supportive,No,No
3755,semitessemitic descended shem one sons noah traditionally interpreted including hebrews aramaeans assyrians arabs north africans subsequently also member peoples speak spoke semitic language someone saying antisemitic means opposing descendants shem jews make make sense,Non-Supportive,No,No
6693,colored life better argument racist discriminative matter color help particular group,Non-Supportive,No,No
4817,026 chp officer step see guys ok protesters rather go start throwing stuff stupid protesters,Non-Supportive,No,No
4468,usa police kills americans learned us politicians media talking heads past year hong kong style city destuction like must tolerated state sit back grab popcorn everyone,Non-Supportive,No,No
6157,embarrassing adding problems negativity okay stay home help pandemic go away distribute positivity,Non-Supportive,No,No
5100,basically mj saying sell soul lucifer put magnets nba ball swoosh,Non-Supportive,No,No
5770,first let state support lgbt idk letters added tbhconfusion problem gay couple problem holding hands kissing whatever wont point wont stare probably almost instantly look away kiss find wrong grow around makes feel awkward straight male personally find unattractive mean understand im looking away dont label homophobe also keep mind see somebody pushed around like around 045 gay trans whatever may going stand people people thats,Supportive,Group,LGBTQ
956,much love eritrea palestine red heart heart suit,Supportive,Group,Nation
5781,community blessing curse people loves us half love love never limit love enjoy moment people always judge always tough heterosexual support lbgtq get judged others life blessing curse,Supportive,Group,LGBTQ
5517,say indians also indian support palestine support kashmiris right support muslims world muslim proud also first human know right wrong whatever happened kashmir indian politicians indians blame indian indian also happy government inshallah get rights soon ameenpurple heart,Supportive,Group,Religion
4192,corporate news media successful whipping people frenzy something even racism,Non-Supportive,No,No
479,subscribers come year edit comment reach k subscribers red heart,Non-Supportive,No,No
1883,good day less messed kids single mothers,Non-Supportive,No,No
4649,lady predicted 1980s would race war america see coming pass warned must get cities,Non-Supportive,No,No
9101,love islam love palisten pakistan,Supportive,Group,Religion
4665,brothers sisters us bring back world love plz,Non-Supportive,No,No
7782,one day walking park saw gay couple walking said nothing screaming lyrics metal song acting sword hand saw lips phrase fuck,Non-Supportive,No,No
719,aaaawred heartso glad see cried worried prayed adorable,Supportive,Individual,No
7670,say homophobia past homophobia still exist family homophobic say things like oh fault present phase nothing please dont say homosexual things came said things like uh gross watch kind things nothing dont want son gay even exbest friend soooo atachted told lesbian even touch say things like ugh lesbian even friend mine live another place came mother wanted shame house maybe live show homophobia stills exist lot people change open minds,Non-Supportive,No,No
4222,dumbass faking hurt like playing soccer lmfao maybe sit moving cop car,Non-Supportive,No,No
1430,sadashesi teared comment coz really truecrying face,Non-Supportive,No,No
6945,vague wasted 20 seconds life going help anyone anything,Non-Supportive,No,No
1658,developed countries west also built blood sweat poor lecturing us matter ones told us worst kind change last time lived world everything perfect exploitation never yes discrimination exploitation everywhere price people pay better future matter perspective certainly believe price paid able secure better future childrens,Non-Supportive,No,No
7485,act like savagesanimals treated accordingly kind reminds learned growing later studied college latinconfusion qui cum canibus concumbunt cum pulicibus surgent lieth dogs shall rise fleas interpret lay dogs wake fleas also known recently fafo face tears joy realize lie dogs related hanging wrong people however definitely related well savage slammed savage chose associate act like savageanimaldog laid dogs must deal consequences infestation fleas face tears joy definitely f around found face tears joy,Non-Supportive,No,No
2041,leave game took pictures trophy players actually work,Non-Supportive,No,No
4730,hard jump car pants ass tko 10 points,Non-Supportive,No,No
407,stay hungry stay foolish thanks videoi feel boost motivationalfolded hands,Non-Supportive,No,No
6057,thank police officers understanding behaving today saw faces step clean rotten ones divisions,Non-Supportive,No,No
6653,ok white blm argument movement racist based false assumption stating black lives matter somehow cancels importance lives completely missing point guy said white people need white lives matter movement completely right blm born need bring awareness invisible black lives larger public especially media historically fact black deaths never gained attention importance white deaths people unable think critically recognize blm actually means black lives matter seriously movement added word maybe people would finally get,Non-Supportive,No,No
2771,recommend dr omobhude voodoo magic spell effective powerful restored family back importantly brought back lovely husband,Non-Supportive,No,No
7797,gay open scared homophobia friends experienced video really helpful,Non-Supportive,No,No
6093,world filled pharisees zealots crucified zealots one either side jesus said punishment still want die justly crimes,Non-Supportive,No,No
7723,love video understand people homosexual mean different love gender humans matter look like love take time think humans please try accepting others even might gay lesbians matter also people like others example lesbian straight im bi sexual even get hated lot friends stand side please world open eyes look different,Supportive,Group,LGBTQ
6829,keep going black people police distance know front door friendly think design asians coming cash going best colleges along middle easterners living gated communities living dream wave gated communities built live standard rest getting friendly po po,Non-Supportive,No,No
6920,96 enslaved africans sent spain carribean mean still originally came africa understand think discovered conversation african buddy clearly anything logical,Non-Supportive,No,No
7759,aroace whenever heard heterocis people talk lgbtq people flaunting nature lifestyle choices brain cells die usually go ones flaunting shit people faces 247365 neutral viewpoint objectively say bombarded ceaslessly every minute every day heterocis normative media culture pda priviledge often blind many people need take blinders hope video helped,Non-Supportive,No,No
9057,experiencing much similar second half sentence starting things zero undergoing transition,Non-Supportive,No,No
9776,force women back homes sake stop playing games waisting time,Supportive,Group,Women
9005,dear god enemies think little life thing big honey even might make least dream thought balloon vision exactly want life people laugh going designer stores buying anything know putting name things set eyes people want fail badly want make life god please help prove wrong name jesus amen,Non-Supportive,No,No
8463,love india understand ur language feel allah hafiz,Supportive,Individual,No
7792,everyone lives religion others live religions tell one correct religions correct correct live see learned real life someone else say myth said feelings real strong hetero hey hateros would enjoy told female relations hated opposite sex drives hateros give thought human body sex organs talking human body made exact materials flesh flesh heart lungs stomach liver spleen bones get drift reproductive organs different still flesh,Non-Supportive,No,No
5682,top years ago clear everyone occupation stood far long people need stand idf netanyahu save palestine river sea,Non-Supportive,No,No
5061,start speak almost stop tearing crying facecrying facecrying facecrying facebecause palestinian red heartwatching philippines,Supportive,Group,Nation
7478,strong indpendent woman need help women powerful better smarter every ter men poor weak man protecting powerful woman,Supportive,Group,Women
6145,would help anything goin jail pisses much,Non-Supportive,No,No
3158,understand feel watching crying,Non-Supportive,No,No
5483,didnt bristish let ottomens palisten ottomens controlled properly,Non-Supportive,No,No
2852,said back wolf dna children two boyfriends family necklace pregnancy school high job er,Non-Supportive,No,No
1118,nazi never died moved palestine changed name israel help uk usa zionist organizations,Non-Supportive,No,No
5161,hungry selfish love red heartmy love,Non-Supportive,No,No
1653,children also need safe place good nutrition toys helps learn best persons grow,Supportive,Group,Other
1711,supreme god kabirholy bible genesis brought curds milk set ate stood near tree proves one god whereas christians believe god one,Non-Supportive,No,No
397,thought people know helped recover lost trying trade,Non-Supportive,No,No
6984,tf majority black folks worrying bout african heritage goin back africa ish besides problems black community person shruggingdark skin tonemale sign understand ish fr folks whining race ish slave ish hardly noone speaking negative ish within hoods fact music teaching youngins behavior person shruggingdark skin tonemale sign meanwhile stuck blue party even invited look good blue party meanwhile putting ninjaz bottom like americans putting illegals yo community giving resources claim black community mayors black dems paid keep black folks amd blue band wagon black folks still gainingperson facepalmingdark skin tonemale sign got ta better stopnblaming every race one party thats messing ish messing ish keeping drama stirred part strategy orchestrated elites cfrconfusion youtube might delete caresok handdark skin tone,Non-Supportive,No,No
1702,let crocodile tears sink people around looking justice looking distraction israel,Non-Supportive,No,No
6464,yes form cancer dividing us supporters amongst bigoted people ever met,Non-Supportive,No,No
6662,kkk strongly believed skin color vitally important meeting individual blm strongly believes skin color vitally important meeting individual kkk strongly supported left blm strongly supported left,Non-Supportive,No,No
3987,clapping handsmedium skin toneclapping handsmedium skin toneclapping handsmedium skin tone wonderful loved today help wondering still alive somewhere rubble broken heartface cold sweat anybody know,Non-Supportive,No,No
6252,change words color different color becomes racist originally racist called double standards complete idiot without credibility say original statements,Non-Supportive,No,No
4138,0happy face smiley0 tf brought shelf throw cruiser,Non-Supportive,No,No
6526,movement racist see many black people use blm excuse racist sit well w experienced quite lot racism even tho white white stand,Non-Supportive,No,No
8584,heart aching whn saw boy shock trauma explain happiness see angel smiling literally hav words,Supportive,Individual,No
7581,prophet muhammad sb said smail sadqua beauti islam red heartred heartred heart,Non-Supportive,No,No
8892,know parents voted people put human shield grows,Non-Supportive,No,No
468,jk support either wan na get involved,Non-Supportive,No,No
2757,messi may ballongdore cr true leadership every aspect,Non-Supportive,No,No
3748,everyone impossible exist,Non-Supportive,No,No
4396,see nothing bunch use rs vandalizing car,Non-Supportive,No,No
1816,brazilian lived madrid barcelona nothing impressive watching ronaldo play could n care less brazilian ronaldo ronaldinho chosen one cristiano,Non-Supportive,No,No
6497,look triggered looks guy said lives matter lol fucking racist look fucking pupils theyre manic man color serious mental issues blm movement big joke like fourth wave feminism movement sheep dont even realize blm organization run selfproclaimed marxists fucking joke,Non-Supportive,No,No
6733,think racist cause saying black lives matter black lives matter saying hello matter also every group extreme whites kkk also non know racism said white lives matter would racist cause racist belief race greater race someone race certain things statements show power anything saying matter pissed cause cops also killing unarmed white people cause gun one threat race element see white male cops kill black males higher rate others always comes fear black people policing,Supportive,Group,Black Community
7452,women got laid often would behave like,Non-Supportive,No,No
1376,understand anger u think war end israel trump gets us ridiculous allegiance israelits sickening,Non-Supportive,No,No
3792,artsplatspalestine suffer air strike saw old lady got kidnapped gaza forces said ate ate treated respect,Supportive,Group,Nation
7769,would stand cheer one would see say bravo,Non-Supportive,No,No
308,look verdict time engage brainwaves simultaneously especially says plausible genocide,Non-Supportive,No,No
7095,actually sorry completely accepted third wave feminism hook line sinker many women little must help young women daughters granddaughters must protected evil hell know must enlist older women men major proponents ill informed outrage must done overturning roles ideas sex female careers disrespect men women stupid charts desirability 1 10 got go back pandora box life changes must reversed many must put back perspective,Non-Supportive,No,No
2528,really good videos someone post link originals,Non-Supportive,No,No
9122,wan na help gaza know hope palestinians knows fighting alone,Supportive,Group,Nation
6363,blm helping make worst meanwhile blm leaders getting millions,Non-Supportive,No,No
8472,ever someone pushing push harder grander come,Non-Supportive,No,No
15,jew said thing still believe want keep killing,Non-Supportive,No,No
5381,mean genuine reason people pair got married raised family together stayed together necessary commitment everyone make sacrifice adult order achieve shared goals big part putting first offering support partner,Non-Supportive,No,No
584,respect sides want disappoint nation one scared one determined great people respect people like lot,Non-Supportive,No,No
1083,well ten half minutes utter rubbish never get back life like college speakers,Non-Supportive,No,No
5445,friend palestine internet best friend say nobody ask,Non-Supportive,No,No
6505,movement nothing paid activists benefits dead people thats victims police shootings go communities real gun violence happens anything thats police like target police,Non-Supportive,No,No
487,wooow great story happy spend time video,Non-Supportive,No,No
5507,saying lion stop fighting till living life dream fighting believe meaningful giving dreams cuz people put fun fact impossible impossible till someone proves possible mr rodgers hero best people ever kindest self kind family kind friends kind enemies cuz life probably worse might give em chance prove worth cuz little kindness goes along way,Non-Supportive,No,No
5946,true gf couldnt kiss said goodbye cuz others annoying sad,Non-Supportive,No,No
1084,indeed one best speeches ever chose present eleven minutes completely unrelated footage could never guess,Non-Supportive,No,No
2758,support palestine stand solidarity palestine save innocent kids save futureheart suit,Supportive,Group,Nation
3988,speech iss taught whole nepal grade motivational speech,Non-Supportive,No,No
6492,know removed comment proves said spoton diabolical narcissism play,Non-Supportive,No,No
4505,guy fell car fault n matter going jump hood car,Non-Supportive,No,No
3278,people supporting isreal kids getting killed family destroyed one saying anything bout blaming everyone isreal humans feelings,Supportive,Group,Nation
9302,makes feel sad see children adults baby died gaza cry much wish genocide war stop deserve better support gaza palestine mad israel people cuz took land gaza homes burned destroyed take hospital people sleep outside allah pls stop always pray gazapalestine embarrassed blushing,Supportive,Group,Other
9128,love smilered heart allah protects palestinian greetings albanian,Supportive,Group,Nation
9645,reason dispute testimony translate everyone,Non-Supportive,No,No
414,living dream allow manipulated thought powerful weapon bring dream comes true talent within believe make happen priceless speech would love gain advice truth yourselfbackhand index pointing downbackhand index pointing https youtubedlbjioqxkface blowing kissface blowing kiss,Non-Supportive,No,No
2250,minors nepalis biharismadhesis ethnic nepalese many ethnicities found nepal found india vice versa,Non-Supportive,No,No
5810,agree jesus said way different church says church represents place find god actually nothing like want believe god believe want believe lose faith priest pastor anyone says example gay sin nonesense lost faith actually never belived god,Non-Supportive,No,No
8255,sad beautiful free palestina wonder disliked video,Supportive,Group,Nation
5859,choose favourite quote comment every single thing said impactful beautiful left speechless,Non-Supportive,No,No
5291,true stunner goal dreadlock guy outside box played france cr got injured,Non-Supportive,No,No
5382,democracy support work thank,Supportive,Individual,No
3972,put makeup go dad used car salesman motto seat every sucker got sell sweetheart nursing beer corner put make available face stuckout tongue winking eye,Non-Supportive,No,No
9325,strange one would come conclusion super independent would viewed attractive feature relationship builds around two people depending fault yes hand need look deeper realize people could never find partner damaged beyond repair usually due long continuous promiscuous behavior driving force behind modern feminist movement know target people temporary vulnerable position horrible people bring others miserable level stop,Non-Supportive,No,No
3241,heart bleeds innocent people amid wars chaos peace prevail amongst us compassion kindness plague us,Supportive,Group,Other
2237,maybe opinion straight male always felt wanted relationship felt like needed financially speaking lead relationship emotional physical comfort support bc feel like reciprocate feelings one another relationship strong bond created two necessarily roles fulfill anything truly someone best friend lover,Non-Supportive,No,No
9312,love name joao could even shortened oa,Non-Supportive,No,No
6217,blm absolutely racist anyone met black support blm one common factor educated great citizens strong moral values simple blm anyone supports pile shit country need love everyone every race color long decent person care vote religion free time decent human good books,Non-Supportive,No,No
3339,tough live conditions outside world much freedom may allah grant freedom injustices,Supportive,Group,Other
3065,terrorists attack israel get smashed isreal crying help get going thought war terror going,Non-Supportive,No,No
2797,kinda stupid honestly immensly dramatic music reverb compression alongisde reverb guy speaking makes cringy,Non-Supportive,No,No
4235,rioting guys fault,Non-Supportive,No,No
2003,miss take blame score take credit red heart,Non-Supportive,No,No
3688,incels chanels like fun watch laughing big grin laugh glasses,Non-Supportive,No,No
6708,give man cheroot right white matter hell would break loose said,Non-Supportive,No,No
1150,cant get children uncle another man,Non-Supportive,No,No
823,show stories men trampled told short make enough money enough status wanted endless wrestling match power ones like,Non-Supportive,No,No
4919,tough times last time friend stay strong come strong alive ever,Supportive,Individual,No
4426,keep protests going racists get message,Non-Supportive,No,No
7001,yorubanigerian firstly africans say shit ignorant ones cleave brainwashing colonists say rubbish tribes africans even poorer people country black americans use european terms like houseboy domestic helpers yes africa fools traitors secondly africans look black americans far kid saw african trying emulate black americans also well aware white supremacy distinguish black african black american black asian black australasian white supremacists want enslave us otherwise us dead thirdly black americans indigenous americans well african well related black melanesians eg aretha franklinconfusion planet black planet squeezed asia europe americas australasia africa care black people gets act together attain power extinct,Non-Supportive,No,No
4096,suffering true test life david goggins,Non-Supportive,No,No
2337,eyes speak today saw understand language pain eyes voice clear prayers land prophets palestine pakistan,Supportive,Group,Nation
6946,lot niggas understand say believe today explain eugenics young black man support corporation created anglo bitch believed eugenics africans enlightened individuals fact claim latina roots caribbean south america know nothing country origins person facepalmingmedium skin tone shhh annoys end claim something know tish nationality politics,Supportive,Group,Black Community
6860,truth black people either poor care busy working even bother 3 understand,Non-Supportive,No,No
8808,anyone see hear cries see pain devastation rip soul million pieces broken heart stop never gotten point never understand addressed na button blood typeconfusionkba button blood typeconfusion watermelon god please change zionist hearts keep inflicting thier horrific oppressive occupation innocent people let aid stop bombing kidnapping torture people leave alone help rebuild destroyed stop using tax dollars fund fuel catastrophe green heartheart decorationblack heart,Supportive,Group,Nation
7261,problem 50 men average best women understand 50 women average best averages work,Non-Supportive,No,No
1144,click bait morgan freeman thumbnail say one word,Non-Supportive,No,No
5062,song bio song used backdrop please tell name backdrop song,Non-Supportive,No,No
2605,ottoman empire still around today palestinians would still safe,Non-Supportive,No,No
2733,success story everywhere method surprises honestly,Non-Supportive,No,No
9915,thank steve jobs thank homestead high school thank cupertino california changing world making world better place imagine bad would everyone around today five gave speech meeting apple mom international marketing business told jump around near fountain second floor oops steve jobs five years old falling fountain splash mid way speech,Non-Supportive,No,No
5827,uncles gay rough sit around fire listen mother grandparents treat like dogs ready bite scratch think oblivious way treat love uncle fiancé always support decision even nobody else,Supportive,Group,LGBTQ
6275,getting racist may white tired racism tell many black girls heard racist mean assume ethnicity well stereotypes like whites thick fight ready us equal skin color matter whole movement getting hand supportallskincolors loveblacklovewhite,Supportive,Group,Other
8887,free hostages stop firing rockets quit stealing gaza aid money made top hamas members billion aires gaza occupied oppressed hamas rule civilians voted makes complicit forget partying recent attack israel,Supportive,Group,Nation
5205,seen isreali kids cry like give answer,Non-Supportive,No,No
2988,hope one day become true waste much time videos useless things bro,Non-Supportive,No,No
7939,12 13 augustconfusion came bisexual two best friends still supportive love questions everything none invading gladly answered one jokes said none expense laughed proud able freely come gave courage stop hiding fact liked girls girls badass imagine tall woman long dark drown hair eyeliner wings sharp could pierce someone bright red lipstick black heels clacking tile sword hand walking long hallway assassinate king welp went different direction,Non-Supportive,No,No
8321,first stop telling total strangers business social media one cares go physiologist help solve problem help ask stop feminist feminist see women suffer happy man know tolerant american women bs anymore,Non-Supportive,No,No
9533,really clearer ever left american mainstream politics right less right tiny handful onceleftist politicians forced coerced settling least fascist room position issues,Non-Supportive,No,No
9884,people countries encouraged come money children get earned income tax credit welfare definitely lied propagandist media government,Non-Supportive,No,No
5281,thank story crying facevery inspiring many blessings family growing heartfolded hands thank two hearts,Non-Supportive,No,No
6162,much blm spend mansion help 6 million 8 million many homeless blm helps many black babies aborted blm buy mansionhow much damage blmantifa private property help buy mansion blm movement blm business,Non-Supportive,No,No
750,thank feeling stress abt final exam year watching makes keep going,Non-Supportive,No,No
3606,words geddy lee alex lifeson choose decide still made choice circumstances certainly choice,Non-Supportive,No,No
8069,sohammukherjeeliar liar pants fire say birds feathers flock together suport whats right wrong understand history kashmir never inda sorry even took nation still feeding call thier country,Non-Supportive,No,No
2795,actually eders goal yea,Non-Supportive,No,No
7088,woman figures something know 2l8 idiot wants eat roadkill start smell like raid bug killer start feel crinkle like saran wrap way faster could imagine bad dream,Non-Supportive,No,No
5239,hard stop genocide happening oh right none actual dictionary definitions appy israel special definitions made needed make situation fit hereby declare oath absolutely entirely renounce abjure allegiance fidelity foreign prince potentate state sovereignty heretofore subject citizen support defend constitution laws united states america either american palestinian loyal country go back gaza,Supportive,Group,Other
1079,waiting c wat happened himalhamdhulillahjazakallah khair sharing videomay allah help peaceful lifeaameen,Supportive,Group,Other
5034,realized screwed kid comes first life disney movie accountable even tho want,Non-Supportive,No,No
4884,oh goodness guys make cry lot beautiful performed even though understand words feel blessed thanks thailand,Non-Supportive,No,No
7450,2023 gender dont matter anymore number times said woman woman care gender person fuck around find period,Non-Supportive,No,No
5602,people good successful people everything quality people quality know spend earn steve jobs one types people,Non-Supportive,No,No
2318,jewish kids cried october palestinians unleashed brutal attack israel jewish kids humans,Supportive,Group,Other
7196,married could helped whole baby making thingy,Non-Supportive,No,No
980,love palestinian brothers sisters bangladesh stay strong u brother oneday palestine free inshaallah green heart,Supportive,Group,Nation
5268,strong independent vivacious woman needs man certainly woman release inner goddessjoin feminist movement,Supportive,Individual,No
1190,pure heart kind humanitarian intention counted performed noble deed may allah bless good health happiness ameen,Non-Supportive,No,No
6792,im black person understand think ones suffering racism,Non-Supportive,No,No
6253,lol analogy stupidest load crap ever heard called victimizing idiot blm terrorist organization anyone supports simp lefty rat,Non-Supportive,No,No
3123,kenyan parliamentarian shocked see wheelchair talent godgiven gem wow wow wow,Non-Supportive,No,No
7800,couple places life like amsterdam san francisco gran canaria people dont really care men holding kissing everywhere else still thing thing glance judge people tell homophobia thing past cant help laugh like saying racists anymore im woman lucky straight couldnt endure lgtb people go thru see everybody else,Non-Supportive,No,No
6790,course promotes development black lives racism help eliminate racism breeds,Non-Supportive,No,No
5372,devastating image boy pierced heart please lord god mercy palestinians,Supportive,Group,Nation
9947,complete opposite jesus christ said love neighbour people eyes see morgan freeman along every single famous person world sold freemason occultist deception satan total contradiction living word god kjv bible,Non-Supportive,No,No
4487,bad sad put comrade jeopardy chasing cop going render assistance,Non-Supportive,No,No
8944,thus life muslim harder struggle stronger imaan ppl going directly heaven day judgement would wish palestinians,Non-Supportive,No,No
3432,cheering israeli american toys keep culture dont need nothing west,Non-Supportive,No,No
4061,okay honest else scared would never motivated could n get motivated speech,Non-Supportive,No,No
6981,would n make even ignorant worse looking someone lost instead trying help find way yes 90 us aboriginals land real american indians red cooper colored tribes christopher columbus talked memoirs,Non-Supportive,No,No
7419,looked drunk mofo stop usually way stops like guy said need info jumping gun 1 30 second clip needs stop,Non-Supportive,No,No
4065,allah helping crying face please allah help please,Supportive,Group,Other
2335,one two favorite geniuses modern time einstien par level hawkins n tesla,Non-Supportive,No,No
2472,lame detail considerably milk competitor statistically jump next lean cow bright overt english,Non-Supportive,No,No
1697,thanks aunty introduced,Non-Supportive,No,No
4441,channel 7 know blm protesters,Non-Supportive,No,No
3843,volunteers behind little ones smile may almighty bless good health strength success worlds,Non-Supportive,No,No
7281,got ta say surprised first girl said 36 misery good skin guess,Non-Supportive,No,No
3407,said tried get show times could n dangerous even staying home safe went egypt get show,Non-Supportive,No,No
2769,cr good player football world bestred heartred heartred heart love ronaldo,Supportive,Individual,No
2274,words speeches help get every day give thanks,Non-Supportive,No,No
7423,laid like damn sonic feels gets hit,Non-Supportive,No,No
1481,ironic woman crying saying lowest point getting attention chad cries reject average guy still option delusional sympathy,Non-Supportive,No,No
2451,palestinians face racism due israeli occupation free palestine,Supportive,Group,Nation
1113,steve jobs great man every time watch film feel power motivation hands mindset change rapidly thanks great man words said video words filled meanings words inspired,Non-Supportive,No,No
428,well free palestine think u mean hear palestine free sha allah,Supportive,Group,Nation
1057,pain feels immense breathtaking heart breaks adults govern society ashamed done family crying face may god heal heart,Non-Supportive,No,No
9984,know people remain poor friends relatives discouraged advised investing trading forex wise ones kept investing growing higher financially,Non-Supportive,No,No
