id,comment,task1,task2,task3
1492,soy playsexual me identifico como una play station 4,Non Support,No,No
835,Me se mas esto que lo hablado en este video xd https://youtube.com/shorts/-GlcrZmg7Mw?feature=share,Non Support,No,No
1415,Yo solo digo que hay dos generos 🗿🍷🤑,Non Support,No,No
508,"Y si solo me atraen las personas por su personalidad o por como son sin importarme su físico, identidad etc solo por sus sentimientos que seré yo?",Non Support,No,No
182,"Wow que orgullo y sobre todo lo emocionante que se puso la competencia, se agradece el esfuerzo de todos los involucrados para hacernos llegar estas muy buenas sensaciones.",Support,Group,Other
2938,Cristiano?? Era judio y no los Evangelicos Dicen que ellos son el Pueblos de DIos.,Non Support,No,No
1682,Hay 2 generos y 95 tipos de geys 😈,Non Support,No,No
606,Supongo que soy hetero y Cis género xd,Non Support,No,No
1441,"Mo mames buena pregunta bueno yo estoy entre: Bisexual,trasxesual,nobinario y arromantico si ya se no jusgen....aunque lo mas probable esque sea Bisexual y arromantico.....",Non Support,No,No
335,Tuvieran 6 puntos y pareciendo facil... Lastima con las nigerianas... Se confiaron... Lo bueno es que en este partido no se achicaron y jugaron muuy bien.👍🏼👍🏼👍🏼👍🏼👍🏼,Support,Group,Women
2121,Falto género fluido ☺️👍🏳️‍🌈🏳️‍🌈,Support,Group,LGBTQ
2094,Quinta en comentar,Non Support,No,No
2491,En mi pueblo no se complican tanto y les llaman pu to o ma chorra,Non Support,No,No
2427,"género Femenino y masculino Sexo hombre y mujer Orientación heterosexual, homosexualidad, Lesbianismo, Bisexualidad de donde puchas sacan las demás jaladas",Non Support,No,No
2847,"Excelente video ! Les sugiero que conozcan el caso Antony Flew. El científico más famoso por promover el ateísmo, a sus 81 años se rindió a las evidencias y reconoció la existencia de Dios. Es muy interesante. Bendiciones ! ",Non Support,No,No
3208,Viva México ️️️️️️️🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,Support,Group,Nation
942,yo soy queer bisexual :D,Non Support,No,No
283,"Gran Victoria 
Tienen Gran Capacidad para llegar a una Gran Instancia y el llegar a una Final para Ellas y el Equipo seria algo Importante y Complejo de lograr , aunque en el Deporte no hay Imposibles 
Sin Importar la Fase en la que Lleguen , han Hecho un Papel Aceptable en este Mundial Juvenil
VAMOOOS 🇲🇽 🇲🇽 🇲🇽",Support,Group,Women
2289,Yo parezco vato :^,Non Support,No,No
749,"No gente, vi varios comentarios diciendo *ai solo hay 2 géneros*, y no.

Para aclarar: el género y el sexo son cosas distintas, el género es con lo que uno se identifica y el sexo es con lo que uno nace (hombre o mujer), ahora dejen de andar chingando porque voy a terminar tirandole piedras a sus casas",Support,Group,LGBTQ
2013,"um, en realidad y basado en mis cálculos, el género es algo que en principio nunca existió y es una mera construcción social hecha a base de esterotipos para poder hacer una especie de distinción entre hombres y mujeres, ojo, con género no me refiero al sexo, en el caso del sexo lógicamente solo hay 2, hombre y mujer, ya que las personas intersexuales (hermafroditas) solo tienen una variedad de mutaciónes en sus genitales derivado de un trastorno genético, por lo que no se les deberían de catalogar como un sexo diferente, el hecho de que haya gente que se identifique como no binario me parece una suma estupidez, ya que identificarte con algo que, de plano, no existe das a entender implícitamente que no eres nada, que no existes, por lo tanto tu no eres una persona no binaria, solo eres una persona inmadura con muy baja autoestima y problemas de identidad.

hasta acá mi reporte, le mando un saludo a arabe azul.",Non Support,No,No
2434,Yo soy asexual y arromantica y no me identifico como hombre o mujer pero nadie se dará cuenta porque hay muchos comentarios,Non Support,No,No
3132,El mundo de las ideas no tiene por qué hacer que haya un dios en el mundo material,Non Support,No,No
2173,"Cómo dijo Fred 
Todas esa webada empezó por una familia disfuncional .
Un padre una madre presente en la vida del hijo ,no existiría ese transtorno",Non Support,No,No
2628,De que se quejan al final este 2022 para el futuro esa mierd@ es africa,Non Support,No,No
202,Todo un orgullo que nos representen en esta bella competencia . Simplemente se pone la piel chinita cuando ves este tipo de competencias. Mas si tuviste un accidente hace muchos años,Support,Group,Other
3031,"Yo nada mas quiero ver las caras de todos los ""ateo"" cuando la segunda venida de Cristo 😂😂",Non Support,No,No
2908,"Yo me quedo con la religion,   me basta con saber de que alguien creo algo tan perfecto la vida. La ciencia solo estudia algo que la religion creo",Support,Group,Religion
2582,Creo q soy pangenero xd,Non Support,No,No
2208,"Yo me identifico con el género automoviliario, y creo que me haré licuadorasexual",Non Support,No,No
3098,Por fin alguien que opina con base y equilibrio,Support,Individual,No
431,Orgulloso de ser Homosexual ✨🌈✨,Support,Group,LGBTQ
108,Claro Sport sin ustedes no tendriamos el corazón lleno de alegria y orgullo de nuestris atletas.,Support,Group,Other
1537,Acabo de descubrir que soy bisexual,Non Support,No,No
1493,existen dos generos y 112 tipos de gays,Non Support,No,No
1485,Yo estaba indeciso sobre si el bisexual o asexual pero no siento atracción por nadie así que asexual es lo que soy,Non Support,No,No
398,Orgullosamente heterosexual ❤,Non Support,No,No
1163,Wey ahora me volví LGBT 😅🤝🤝a re que no pero yo quiero cambiar me de género a masculino para ser gay wey no se pero quiero y me hace sentir que nadie te compare con el otro vos/otros sea libres y lo que quieran ustedes cómo quieran wey,Non Support,No,No
418,La Heterosexualidad es lo único que asegura la  continuidad de la humanidad.,Non Support,No,No
1753,Ojalá que se desaparesca esta mentalidad más estupida.,Non Support,No,No
1497,"Les digo de una solo hay dos géneros hombre y mujer, y todo el resto inventado es tonto y basura",Non Support,No,No
2521,zyzzgénero,Non Support,No,No
1139,Soy bisexual pero a la vez transgénero,Non Support,No,No
1865,yo me identifico como un helicoptero apache con una m360 en su espalda,Non Support,No,No
790,"soy 1000 por siento lesbiana
me da risa que todos mis compañeros de clase lo sepan y mi familia no
son demaciado religiosos y me quemarian viva si les dijera que no me gustan los hombres",Non Support,No,No
1115,"A mi me gustan las mujeres 
Por lo que entendí soy hetero :v",Non Support,No,No
361,"No sabía que venía primero, gracias 🧐🍷",Non Support,No,No
1712,Gracias puse su vídeo de alarma y me despierto 30 minutos antes,Non Support,No,No
2369,El que se mueva es gay toda la escuela *se vuelve estatua*,Non Support,No,No
285,Hasta ahi llegaron,Non Support,No,No
148,Pésimos comentaristas,Non Support,No,No
2133,Eras mi ídolo :/,Non Support,No,No
2428,cuando se curaran,Non Support,No,No
2896,De hecho la siencia si nos da una razón para vivir elevar el progreso del ser humano,Support,Group,Other
984,Yo solo bine por la curiosidad pero soy hetero,Non Support,No,No
2652,"Los bogotanos se sienten ""europeos en latinoamérica"" y la presencia de negros amenaza esta imagen que se empeñan en proyectar.",Non Support,No,No
2541,🏳️‍🌈👭👬 el día del orgullo,Support,Group,LGBTQ
1159,Su voz xD,Non Support,No,No
694,Yo no se cual es mi orientacion sexual todavia 🤔😔,Non Support,No,No
1929,"ESTE MUNDO CADA VEZ MÁS PEOR, MAS AÚN APOYANDO A COSAS ESTÚPIDAS.",Non Support,No,No
2383,Yo soy un dinosaurio rooaaa,Non Support,No,No
553,Ginosexualidad: que te gustan los trapitos.,Non Support,No,No
1008,PUES YO TENGO UNA HERMANA QUE ES BISEXUAL Y ES GENERO FLUIDO A UN ESTA PEQUE SOLO TIENE 13,Non Support,No,No
377,Critican porwue es realidad los géneros que inventan son estúpidos no purdo creer que llegamos a 2023 y ya esto es normal yo me uni a la quema de banderas y fue epico,Non Support,No,No
2127,"Quizás no lo entendí bien, pero tal como lo defines, no veo diferencia entre los géneros no binario, queer, no conforme y pangénero, solo veo formas diferentes de llamar al género no binario... Yo es que me considero no binario, vine aquí a aclararme y lo único que hago, es verme identificado con los 4 xD",Non Support,No,No
2338,"Existe xy y xx , si es xr o xtz ya es por cilindraje",Non Support,No,No
2550,"No es para atacar, pero hay que recordar que actualmente el pensamiento LGBT hace que los jóvenes mal interpreten unas cosas

Joven que lee: no decidas rápidamente un tipo de sexualidad y género por identificarte un poco, investiga y piensa si te hará sentir bien esa decisión.",Non Support,No,No
1457,Yo soy mujer y soy  no binaria,Non Support,No,No
1659,"Si eres hombre o mujer lo serás para siempre,de ahí a que pienses que eres otra cosa es cosa de ellos y además es un transtorno (disfonía de género),y los transexuales/transgénero no son del género opuesto al biólogico,solo son personas que piensan que son de otro género",Non Support,No,No
170,"Neta yo también lloro cuando veo este logro y los de muchos otros representantes que se la están rifando en serio, nuestros paralimpicos siempre sacan la casta por el deporte, ellos no andan lloriqueando que si les dieron la beca o no, ellos hacen mucho con tan poco, me da mucho orgullo verlos triunfar. Vayan por más",Support,Group,Other
1675,Solo enfermedades,Non Support,No,No
1563,"Yo soy sapiosexual, pansexual y no binario",Non Support,No,No
1813,Mi hermano es un Chico Trans,Non Support,No,No
647,"En mi caso soy en parte bisexual debido a a varias relaciones fallidas con chicas varias terminaron conmigo por motivos que ni ellas conocen y otras que termine con ellas porque eran sensibles, otras locas y yo me dije ""alv este mundo se ira a la mierda y ando aqui jodiendo o yendo a ambos generos*",Non Support,No,No
1239,Am soy lesbiana  y amo  ami  comunidad LBGT  y mi mamá  ya sabe de mi   horentacion sexual,Support,Group,LGBTQ
72,"Que gran triunfo, gracias por regalarnos escuchar el himno nacional durante la premiación...",Support,Group,Nation
1758,Que es el día del orgullo? Que es Gay y que es lesbiana?,Non Support,No,No
521,Yo soy asexual 🖤🤍💜😌,Non Support,No,No
2365,Como se les dice a tramsformes le puedo decif bombonbliir,Non Support,No,No
194,Felicidades arriba México y Latinoamerica,Support,Group,Nation
1277,una  pregunta y si una niña le dice a su mama que e gusta una niña sierto que eso una persona lo decide cuando sea mayor de edad,Non Support,No,No
2267,Pura mamada mi rey,Non Support,No,No
1305,"3:08 Soy una chica y soy Abrosexual, esto quiere decir que puedo cambiar de orientación cada que quiera, Por ejemplo: puedo decir que hoy soy lesbiana y mañana cambie de opinión y me sienta bisexual",Non Support,No,No
2813,JESUS ES EL CAMINO LA VERDAD Y LA VIDA NADIE VA AL PADRE SINO POR JESUCRISTO EL REY DE REYES Y SEÑOR DE SEÑORES ES NUESTRO ABOGADO ESTA SENTADO EL EN EL TRONO Y INTERCEDE AL PADRE POR NOSOTROS POR CADA UNO DE NOSOTROS AMEN..,Support,Group,Religion
1076,Soy un pepinillo  mirame morty,Non Support,No,No
1885,Me siento una mujer con pen3 y pelos en el sobaco,Non Support,No,No
3227,Felicitaciones  a nuestros hermanos colombianos pro la victoria desde Ecuador :),Support,Group,Nation
490,"creo que soy pansexual, grisexual o demisexual me interesa más los sentimientos pero en terminos realistas no te puedo asegurar lo que pasa despues de un tiempo",Non Support,No,No
2570,"serlo no es nada, es respetable, pero querer imponerlo a la mala no lo veo bien, esa es la diferencia.",Non Support,No,No
1073,Omg soy heterosexual,Non Support,No,No
1614,Que hermosa voz tienes =∆,Non Support,No,No
2851,"2:26 La teología inventa problemáticas imaginarias para ofrecer ""soluciones"" igualmente imaginarias.",Non Support,No,No
2690,"EL Mas Racista, Esclavista  y Manipulador fue Fidel Castro Ruz , Ejemplo Cuando fue Elegido Arnaldo Tamayo Méndez para Subir al Cosmos entre otros que eran Blancos .",Non Support,No,No
2864,"Te dice que fuiste creada para ser la esclava de una deidad imaginaria a la cual tienes que rezar y dar dinero para que no te queme por la eternidad? Que triste. 
El propósito de la vida es darle sentido a ella misma.",Non Support,No,No
3126,"Isaac Newton, quien, en mi humilde opinión fue el 2ndo mejor científico, era cristiano, y jamás chocó sus conocimientos con su fe cristiana.

Además, mucha gente, como en este video se menciona, piensa que la ciencia y Dios no es lo mismo, que ambas se contradicen mucho, pero yo pienso que es al revés, que ambas cosas son lo mismo, solo que varios piensan que están peleados.

Les daré mi opinión al respecto.

Yo soy cristiano, yo tengo mis creencias con Dios, pero como esta rivalidad ya se hizo global, y a través de años la iglesia ha estado peleada con los científicos, pues muchos cristianos que son fanáticos, llevan al extremo sus creencias y sus interpretaciones de la palabra de Dios para decir que muchas cosas que dice la ciencia no son ciertas, y otra, que está de moda, que cada científico nuevo que venga a descubrir o innovar algo, que se vuelva ateo, para que no intervenga la palabra de Dios con sus descubrimientos.
Yo pienso que ambas cosas están pésimamente mal, porque en vez de hacer debates al respecto para querer tener la razón, hay que, como dice el video, dialogarlo, tanto en científicos como cristianos.

Un consejo para los cristianos en especial: yo como su hermano, les digo que se acerquen a Dios para que les resuelva dudas respecto cosas que dice la ciencia.

Ahora, espectadores de la ciencia, no porque haya muchas cosas que diga la ciencia, quiere decir que el 100% sean ciertas, la ciencia se ha equivocado muchas veces, porque es algo hecho por nosotros los hombres, es decir, por gente imperfecta.
Y si solo te sostienes por lo que la ciencia dice, y muchos lo apoyan y lo avalan, es porque también existe el lavado de cerebro.
No estoy peleado con ustedes, solo es un punto en donde me gusta hacer mucho énfasis, porque como cristiano puedo decir, que aquí, el único que no se ha equivocado, es Dios.

Tanto la ciencia como los cristianos, hemos dicho algo, que Dios no se puede probar científicamente, pero tampoco se puede probar lo contrario, porque en mi opinión, es lo mismo.
Y yo solo tengo un argumento para decir que si hay un Dios, y ese es todo esto que vemos aquí, ¿de donde salió?

Es mi humilde opinión, gracias.",Support,Group,Religion
512,😂😂😂😂 Cada día es mas loco el mundo 😂😂😂 como siempre adoctrinando a las masas 😂😂😂,Non Support,Group,LGBTQ
1210,Yo soy bi >:3,Non Support,No,No
323,6:20 🔥 golazo,Non Support,No,No
52,"Felicidades Brasil por la medalla de plata 🥈 🇧🇷🎉🎉🎉🎉🎉🎉 
México por la oro 🥇🇲🇽🎉🎉🎉🎉🎉🎉
Felicidades Brasil 🇧🇷 🥈 México 🥇🇲🇽",Support,Group,Nation
44,"Eso Gloria!, eres enorme ❤🎉",Support,Individual,No
2881,"La ciencia dudo que trabsje con la teología como quien trabaja con un igual, se apoya mas en filosofías pero no en teologías cristianas. Sigo pensando que en temas científicos la teología como tal trata de tener una importancia que no merece. En la vida espiritual fe cada individuo ahí si tiene mas relevancia.",Non Support,No,No
1049,"Soy mujer, demisexual, heterosexual, pero como no me identifico con esto al 100%... Mucho gusto, soy Paola y no necesito etiquetas 😁",Non Support,No,No
1371,Yo soy bisexual y gracias a ti sali del closet aprendi que existen muchos como yo y me di cuenta de todos los generos,Non Support,No,No
421,Soy bisexual pero no salgo del clóset felicidades a todos,Support,Group,LGBTQ
2251,Yo bisexual y lesbiana,Non Support,No,No
2484,"Mi mamá les dijo a mis hermanos q los q se burlan de los  LGBT lo asen por q les tienen envidia de la libertad que ellos tienen al expresarse

(Esta bien tener diferentes gustos)",Support,Group,LGBTQ
2000,"Yo opino que hay DEMASIADAS etiquetas, está bien que la gente se sienta a gusto con sus pronombres, pero ya es demasiado, por qué la gente no acepta que cada uno es único tal y como es y que amar es amar, da igual como se haga?",Non Support,No,No
1775,"Feliz día del orgullo!!
Yo soy pansexual y genero fluido 
Gracias por explicar los géneros",Support,Group,LGBTQ
909,Aca los que no son gays 👇,Non Support,No,No
1519,No está el género mobiliario,Non Support,No,No
2810,en el nuevo testamrnto en q lectura  capitulo o versiculo esta q Cristo fundo la iglesia catolica,Non Support,No,No
2561,La sociedad no esta hecha para nosotros pero esta información ayuda.,Non Support,No,No
2580,que idiotez,Non Support,No,No
1081,Noo yo te veía en Kwai y ahora te encuentro en YouTube! Jdjdks,Non Support,No,No
2170,Nooooo era my canal favorito bueno adiós 😞,Non Support,No,No
1544,Me caes bien <3,Non Support,No,No
2773,La religio'n verdadera es la catolica,Support,Group,Religion
2018,Es muy importante saber bien tu identidad no solo ponerte una etiqueta por tu cuenta,Non Support,No,No
665,"mi madre cree en dios y un dia le preguntamos que pasa si uno de nosotros (mis tres hermanos yo yo soy mujer nahomy mujer y ale hombre) le salíamos ale gey y mi hermana y yo lesbianas ( fue pregunta y si los tres somos heteros) y nos dijo no pues a mi que me importa son sus cuerpos si ustedes tienen atracción por su mismo genero no sientan pena de decir me lo y que dios los bendiga y le dije ama  

ahora vamos por mi apa mi apa es devoto de la santa en mi casa tenemos una es muy linda su decoración y corona y pues a mi papa no le preguntamos pero seria tipo a que jotos se burlaria pero si escucha que otra persona nos dice eso dice le pega ( mi papa nos diria jotos pero de broma pero alguien nos ofende y mi papa no se aguanta los madrasos) pero obvio nos aceptaria",Non Support,No,No
365,"Nonono, esto es progresismo puro que mal que un canal de psicología esté promoviendo estás cosas tan sin sentido",Non Support,No,No
2192,vaya chorrada,Non Support,No,No
1166,"Soy asexual, soy lo peor ya que me enamoro pero sería inútil ya que moriré virgen y nunca cumpliré función en la vida XD",Non Support,No,No
507,Yo con el librito de biología básica: 🗿,Non Support,No,No
278,Me enamore de este hombre ❤,Non Support,No,No
310,pinchi golazo el primero,Non Support,No,No
1518,Grasias ahora puedo hacer mis ocs :D,Non Support,No,No
1279,"Super chido el video ✨️💕 , por cierto soy asexual arromantica y me siento orgullosa de ello aunque es mi gran secreto",Support,Group,LGBTQ
313,Vamos chicas mis respetos mucha clase y garra❤,Support,Group,Women
61,Bravo hermosa!!!,Support,Individual,No
1462,Tamadre Dios solo creo 2 géneros y solo se configuro xd,Non Support,No,No
2912,Hola Carlos que opinión puedes dar sobre el dinero. Y también me gustaría saber si puedes hablar del Network marketing...,Non Support,No,No
160,Esos son las y los Mexicanas que deberían de ser virales no las que venden fotos y los que cantan Narcocorrios,Support,Group,Women
1980,Feliz mes de LGTBQ+,Support,Group,LGBTQ
2340,Entre con dudas y sali confundido :'v,Non Support,No,No
2637,"No creo que sea un problema del bogotano como tal , la misma ciudad hace que sea dificil para absolutamente todos , por el contexto porque el que tuvo que pasar precisamente hace que la ciudad este llena de incertidumbre y desconfianza , pero tengo la gran certeza de que existen personas que hacen que la ciudad crezca; personas de diferentes lugares del pais , eso hace ser tan llamativa a bogota, negros mestizos mulatos blancos etc, pueden compartir conjuntamente en espacios de esparcimiento sin ningun problema , haciendo gala del gusto por conocer otra persona , otra cultura  , otro origen.",Non Support,No,No
801,"Yo soy trigenero (Hombre-Mujer-No binario) Lebiana-Heterosexual y Biromatic@, seguramente a nadie le importe pero quería comentarlo.",Non Support,No,No
2179,Alb esta bien chafa la nueva generación de pokemón,Non Support,No,No
2283,"Soy a rromantica like si lo eres
👇",Non Support,No,No
251,"Que orgullo y satisfacción ver este tipo de atletas, que..... aún carentes de extremidades, se esfuerzan y nos dan Felicidad a todos los mexicanos, ojalá y tuviéramos más como este tritón, que pese a todas las adversidades, es un Campeón en toda la extensión de la palabra, FELICIDADES CAMPEÓN !!!!! y que Dios te premie con muchas recompensas, ya que lamentablemente nuestros gobiernos NO lo hacen.",Support,Group,Other
2277,Demasido racista para mi gusto,Non Support,No,No
54,Que orgullo que haya sonado nuestro Himno (de la todavía República) en Paris 2024 !!,Support,Group,Nation
1741,Me siento indetenficado con un tanque Russo y bombas soviéticas,Non Support,No,No
2411,Hoy es el día de los gay?,Non Support,No,No
859,no sé si soy genero fluido o no binario. HELP PLEASE!!! :),Non Support,No,No
3075,la ciencia gana por mucho,Non Support,No,No
498,Lesbi 🧡   💗,Non Support,No,No
827,"Dios nos ama a todos, sin importar nuestra identidad o orientación sexual, deben saberlo (si a él no le gustara ni lo aceptara no permitiría que existieramos) soy género fluido y me gustan los hombres",Support,Group,Religion
164,"Que competición tan bárbara de la mexicana, no necesito brazos ni piernas para darse ventaja, ❤a puro corazon hizo un cierre increíble 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽",Support,Individual,No
2106,"Lo siento, no apoyo a lgbt+ pero cada quien<3 como diría mi abuela ""para gusto colores""",Non Support,No,No
2604,Inglaterra tendria que darle la posibilidad y portugal a los africanos ya q ellos les habian usurpado sus tierras,Support,Group,Black Community
1294,Animesexual,Non Support,No,No
1872,qu ascooooooo,Non Support,No,No
374,"Yo ese el Demisexual 
Uwu 💜",Non Support,No,No
2475,Solo esiten 2 gemeros los demas son ma3ada4,Non Support,No,No
893,"Se me hizo corto el vídeo xd jajaja Yo creo que soy aroace. A parte de sentirme bastante apática al respeto, he tenido algunos traumas. Me encanta ver parejas que les va genial en el amor en mangas o en amigas, pero vivirlo yo misma es un horror.",Non Support,No,No
1603,Cuantas estupideces.,Non Support,No,No
290,"Increible lo de mi montse 🦅🦅🦅 carreando el mundial para mexico, dos asistencias y 1 gol",Support,Individual,No
2933,"Que tu propósito no se puede definir científicamente, Claro que si. tu propósito es la carrera, sea artística, deportiva, profesional, ect. que mas serotonina produzca en tu sistema limbico, Si existe el alma esta dentro del cerebro.",Non Support,No,No
1752,Tiktak progre,Non Support,No,No
2768,yo no creo en el yeso ni en porcelana solo hay un Dios al que se DEBE ADORAR Y ES JESUS No maria ni José Gregorio Hernández  Jesús dio la vida por nosotros maria solo fue elegida para dar a luz a Jesús,Support,Group,Religion
864,Yo soy lesbiana y me enorgullezco de ser lo que soy,Support,Group,LGBTQ
1063,"No quiero juzgar, solo advierto que han sido engañados por los políticos creando el colectivo lgtbi para hacer chiringuitos y así siempre la izquierda ganar las elecciones aunque arruinen la economía cada vez que llegan",Non Support,No,No
1908,Yo soy no binario y estoy orgulloso de ello ^^❤️,Support,Group,LGBTQ
306,Esa arbitro se me hace muy guapa,Non Support,No,No
2621,"se dice Discoteca, no Boliche",Non Support,No,No
206,"Es una super atleta,me emocioné hasta las lágrimas 😢🎉😢🎉❤",Support,Individual,No
2976,"Claro que la ciencia no va en contra de la religión. Lo que sí que la ciencia ha comprovado que la biblia es mentira, ergo, el dios de la biblia no existe.",Non Support,No,No
3240,"La raza negra es más fuerte en sus genes y en el deporte de USA es evidente. Seguirá creciendo, porque la gente blanca no quiere tener hijos, sólo mascotas.  En mi país los Jamaiquinos vinieron para construir la vía  férrea,  los blancos morían de malaria. En éste país no hay racismo, todos tenemos las mismas oportunidades a DIOS Gracias.  Muy buen reportaje",Support,Group,Black Community
2047,"Macho y hembra ,lo demás es absurdo",Non Support,No,No
1760,"Yo me considero una persona trans económica, soy rico pero con cuerpo de pobre",Non Support,No,No
328,Que bien juega la selección femenil ❤,Support,Group,Women
2814,"antes cristiana y ahora catolica mentiras!!! la que es no deja de ser,  cristiana por ser de cristo y nadien va al padre si no es por el. en ninguna parte de la biblia dise que es la catolica la cristiana si!",Support,Group,Religion
855,La mayoria no tiene mucho sentido.,Non Support,No,No
1952,"Yo siempre respectaré a la comunidad LGTBI obviamente, pero  la Gen Z lo está convirtiendo en algo muy estúpido. Que verguenza ser de esta generación 😵",Non Support,No,No
2242,yo me identifico como una jojo referencia porque en el capitulo 208394 de la parte 7 steel ball run en la pagina 17 globo de texto 3 linea 2 palabra 3 letra 5 dice J y mi nombre empieza por J asi que me clasifico a mi mismo como jojo referencia,Non Support,No,No
3159,bueno yo creo que tiene toda la razon pero Dios no tiene la culpa de que el libre  albeldrio de la gente este equivocado Dios es amor y justo asì de simple desgraciadamente el hombre ha creado un Dios malo y vengador ... en fin  respeto su opinion despues de todo nadietiene el derecho de juzgar que bueno que usted tenga mucha ciencia en su vida pero un poco de Dios a nadie le hace daño. Saludos y bendiciones !! :D,Support,Group,Religion
256,Contodo guerreros,Support,Group,Other
1442,Yo soy una hormiga!😂,Non Support,No,No
2358,Porfavor matarme.......,Non Support,No,No
178,Que cerrado estuvo al final 🫡,Non Support,No,No
2839,no son para nada iguales la ciencia de la religión,Non Support,No,No
3057,La ciencia y la biblia concuerdan en que el universo tuvo principio,Non Support,No,No
605,"que puta mierda de video, los que comentan son bots o personas? porque no me creo que la gente sea tan pendeja",Non Support,No,No
104,"Ya sé me hacia que el Himno Nacional,  no estaba en el repertorio. Gracias 😢",Non Support,No,No
1108,Yo soy bisexual y pansexual :D,Non Support,No,No
814,Ejem en mi caso soy intergenero y en mi familia pues no se tocan esos temas de hablar sobre temas íntimos etc. buen video xd.,Non Support,No,No
920,Aqui los heteros de verdad😎👇,Non Support,No,No
1138,Soy Heterosexual soy mujer y me gustan los hombres😊😶,Non Support,No,No
2574,Yo soy bigenero😊,Non Support,No,No
579,Yo solamente soy sexual,Non Support,No,No
662,Me da pena decir pero yo soy todas las banderas 😳😳,Non Support,No,No
3015,ya espero el siguiente,Non Support,No,No
45,Sin duda lo que nos hace llorar a todos los mexicanos y más por todo lo que les cuesta a ellos llegar a ese lugar felicidades y gracias por hacer que mexico sea de oro en estos paralimpicos.,Support,Group,Other
3145,Habla sobre el movimiento rastafari,Non Support,No,No
2875,Un canal que fomenta la intolerancia. Y todo por ganar unos centavitos para tu canal. Se ve que tus principios y valores valen una mierda con tal de ganar dinero facil. Verdad.,Non Support,No,No
1862,"Oye podrías hacer un video sobre los poolrooms 

Son como los backrooms pero esos son piscinas",Non Support,No,No
1600,"Soy alguien  transgenero(chico trans) , pansexual  y poliamoroso",Non Support,No,No
1343,yo soy bisexual y transexual (me genero al nacer es mujer pero me ciento identificado con el genero opuesto) asi que estoy ahora en proceso de contarle a mis padres,Non Support,No,No
1386,Los líderes del género femenino masculino y 39 tipos de gay,Non Support,No,No
821,Yo soy hetero pero la verdad no apoyo a personas lgbtq pero esta bien que sean su propio genero pero a mi no me gusta apoyar solo esta bien para ellos vivir su vida 🗿🍷,Non Support,No,No
836,"Ayudaaaa😢
No se que soy...
Si me gusta el sexo, tengo necesidades pero 

El problema es que ninguna persona me atrae sexualmente, físicamente me gustan, elijo pareja basándome en su personalidad más allá de su género, eso no me importa.

Quiero una relación romántica, 
el vínculo emocional es muy importante para mí pero solo lo llegó a tener con personas que conozco después de mucho tiempo, no me acostaría con extraños, solo con aquella persona realmente amo.

Que Soy?",Non Support,No,No
1800,Yo soy el super sajayin son Gokuuuuu,Non Support,No,No
2499,Cambien la portada del cabal es 3 de julio,Non Support,No,No
1010,Una pregunta? Puedo ser no binario y pansexsual,Non Support,No,No
2889,"Buenas noches =) tenga, quisiera que me pudiera proporcionar algunas recomendaciones y publicaciones de donde obtuvo el material para la publicacion de este video la verdad me interesa informarme mucho mas a cerca del tema, yo estoy en pro de la ciencia y la religion, pero mas que religion creencia Fe, por que la verdad se me hace muy dificil creer en las religiones, pero la Fe la creencia de Dios no se me hace complicado, bueno creo que alargue un poco mi pregunta y espero con ansias su respuesta, =) =)",Support,Group,Religion
3151,"El problema es que ambos lados piensan que tienen la razón y que el otro es un enemigo y alguien que deben exterminar para sobreponer sus ideas. Tanto la ciencia como la religión han ayudado y afectado al planeta, pero no son éstas en sí las dañinas sino los que las practican y eso está en nosotros.  ",Non Support,No,No
1595,Que piensan de la transexualidad,Non Support,No,No
2529,"Aporto pochoclos,para la pelea de los comentarios
Agarrense:

🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿",Non Support,No,No
1311,"Habla de la graysexualidad- Es muy confuso por varias cosas que dicen, o sea, es como que no esta fijo que es pero existe-",Non Support,No,No
2025,Intersexual?? Que hablasss??,Non Support,No,No
2661,Yo lo se fuy a comprar algo de comer y me descriminaron y soy Norte Americana y me maltrataron muy feo por mi color y no soy  Colombiana en Bogota fuy como turista,Non Support,No,No
2125,el genero no esta impuesto por la sociedad xd,Non Support,No,No
